epoch,acc,categorical_crossentropy,loss,val_acc,val_categorical_crossentropy,val_loss
0,0.13190000005066393,2.2754647493362428,2.276095826625824,0.2409999966621399,2.1216824054718018,2.1223244667053223
1,0.23500000014901162,2.0732123720645905,2.0738755512237548,0.3010000005364418,1.8771957993507384,1.8778803467750549
2,0.3261999996006489,1.847890820503235,1.8485983943939208,0.3899999976158142,1.6409598588943481,1.6416919231414795
3,0.3996999996900559,1.6558127558231355,1.656566936969757,0.5400000005960465,1.2562365531921387,1.2570137977600098
4,0.4736999958753586,1.4812708735466003,1.4820701158046723,0.581999996304512,1.1472891747951508,1.148110282421112
5,0.5262999969720841,1.3591128408908844,1.3599542474746704,0.6730000138282776,0.9122947156429291,0.9131554543972016
6,0.5661999991536141,1.2382125544548035,1.2390911197662353,0.7339999973773956,0.7864006698131562,0.7872968852519989
7,0.6026999995112419,1.1466473269462585,1.1475592982769012,0.7189999997615815,0.7796298682689666,0.7805579781532288
8,0.6220999991893769,1.0998762810230256,1.1008193707466125,0.6999999940395355,0.7629390120506286,0.7638972163200378
9,0.6401000005006791,1.041562032699585,1.0425341057777404,0.7449999928474427,0.662493634223938,0.6634795546531678
10,0.6552000027894974,1.0038244301080703,1.0048240250349045,0.7689999997615814,0.6285554707050324,0.6295686304569245
11,0.6640000027418137,0.9748621678352356,0.97588736474514,0.8019999861717224,0.5649653255939484,0.5660027354955673
12,0.6821000027656555,0.9322890996932983,0.9333377546072006,0.7409999966621399,0.6853082120418549,0.6863682210445404
13,0.6868000006675721,0.9240513277053833,0.925122674703598,0.8419999957084656,0.4937144100666046,0.49479671120643615
14,0.6986000007390976,0.8822599256038666,0.8833542913198471,0.8149999976158142,0.5306010752916336,0.5317071467638016
15,0.7082000017166138,0.8646046090126037,0.8657226759195328,0.8319999992847442,0.5002000808715821,0.5013294696807862
16,0.7202000033855438,0.855431251525879,0.8565709185600281,0.8379999935626984,0.458583864569664,0.4597341030836105
17,0.7296999979019165,0.8168042927980423,0.8179648751020432,0.8520000040531158,0.4266667991876602,0.42783759236335756
18,0.7284000009298325,0.8128827887773514,0.8140631949901581,0.8369999945163726,0.4516695708036423,0.45286029279232026
19,0.7290000051259995,0.7977326661348343,0.7989336478710175,0.8589999973773956,0.4149119138717651,0.4161236107349396
20,0.7309000021219254,0.7940996408462524,0.7953220582008362,0.8719999969005585,0.3910657227039337,0.3922987699508667
21,0.7391000044345856,0.7664956405758858,0.7677390855550766,0.860999995470047,0.4215170115232468,0.42276996076107026
22,0.7487999987602234,0.7560273373126983,0.7572901076078415,0.8660000085830688,0.3804530560970306,0.38172579407691953
23,0.7536999970674515,0.7437947434186936,0.745076487660408,0.8689999997615814,0.37237695306539537,0.373668859899044
24,0.7497000026702881,0.7448570883274078,0.7461582970619202,0.8629999935626984,0.4012686550617218,0.40257959961891177
25,0.7525999987125397,0.733332190811634,0.7346518889069558,0.889000004529953,0.34393746256828306,0.34526673555374143
26,0.7606999987363815,0.7151348552107811,0.7164733788371086,0.8819999992847443,0.3530482590198517,0.3543961584568024
27,0.7687999975681304,0.6915166944265365,0.692874236702919,0.8810000061988831,0.3421251133084297,0.3434928357601166
28,0.7712999963760376,0.6976543301343918,0.6990307867527008,0.8799999952316284,0.3439475387334824,0.3453340619802475
29,0.7712999957799912,0.676765359044075,0.6781613808870316,0.8639999985694885,0.3798978507518768,0.38130332827568053
30,0.7710999965667724,0.6956366449594498,0.6970508140325546,0.8899999976158142,0.3313254565000534,0.33274872601032257
31,0.7721999996900558,0.6863307809829712,0.6877623161673546,0.8919999897480011,0.31789551079273226,0.31933615207672117
32,0.7819999974966049,0.656607064306736,0.6580569317936897,0.8839999973773957,0.3146556794643402,0.3161153972148895
33,0.7847999984025955,0.6543409594893456,0.6558089315891266,0.8889999926090241,0.3180133178830147,0.3194891929626465
34,0.7842999994754791,0.6490009823441505,0.6504862329363823,0.8979999959468842,0.3170130878686905,0.318507881462574
35,0.7833999991416931,0.6544896435737609,0.6559934601187706,0.9099999964237213,0.28623655885457994,0.28774914890527725
36,0.7875999981164932,0.6250600242614746,0.6265815573930741,0.9150000035762786,0.26344079822301864,0.2649713009595871
37,0.7871999955177307,0.6382721707224845,0.6398107767105102,0.9029999911785126,0.29502738267183304,0.2965743616223335
38,0.7883999955654144,0.6414330449700355,0.6429887226223946,0.9,0.290813185274601,0.29237768352031707
39,0.7919999998807907,0.6357070559263229,0.6372802332043648,0.8919999957084656,0.3125524565577507,0.3141340032219887
40,0.7986999928951264,0.6164579784870148,0.6180474615097046,0.9210000157356262,0.24071416556835173,0.24231258332729338
41,0.8015999960899353,0.6051691079139709,0.6067762190103531,0.9200000047683716,0.25470292568206787,0.25631944835186005
42,0.7993999987840652,0.6055662518739701,0.6071918562054635,0.9210000038146973,0.24434475600719452,0.24597998708486557
43,0.7987999951839447,0.6036191004514694,0.6052628743648529,0.9120000004768372,0.29965012073516845,0.3013025373220444
44,0.80519999563694,0.5924908173084259,0.5941516584157944,0.8939999997615814,0.29901214241981505,0.30068176090717313
45,0.8019999974966049,0.5950037002563476,0.5966821229457855,0.9080000042915344,0.2841335222125053,0.2858198776841164
46,0.802700002193451,0.5912758058309555,0.592971363067627,0.9269999980926513,0.22548726201057434,0.22719124853610992
47,0.8060999983549118,0.5804014533758164,0.5821143972873688,0.9150000035762786,0.24941463768482208,0.2511367201805115
