epoch,acc,categorical_crossentropy,loss,val_acc,val_categorical_crossentropy,val_loss
48,0.8045999997854233,0.5897759038209915,0.5915075826644898,0.9120000064373016,0.26426892131567004,0.26601018756628036
49,0.8095999985933304,0.5726173803210258,0.5743677106499672,0.9019999980926514,0.2773068130016327,0.27906627804040907
50,0.812299997806549,0.5677430739998818,0.5695105484127998,0.9280000030994415,0.22018163353204728,0.22195753008127211
51,0.8120999950170517,0.5792603877186775,0.5810449826717377,0.9250000059604645,0.2259905993938446,0.2277834579348564
52,0.8172999972105026,0.5646438074111938,0.5664445590972901,0.9060000002384185,0.2654212862253189,0.2672306686639786
53,0.8153999984264374,0.561790124475956,0.5636073869466781,0.9180000066757202,0.2428007423877716,0.24462655186653137
54,0.8111999994516372,0.5618623626232148,0.5636973085999489,0.9160000085830688,0.25762742161750796,0.2594712242484093
55,0.8135999989509582,0.557138494849205,0.5589912378787995,0.9140000104904175,0.24794954508543016,0.24981107860803603
56,0.816499999165535,0.556535961329937,0.5584056663513184,0.9379999995231628,0.19301510155200957,0.19489413797855376
57,0.819499997496605,0.5562072438001633,0.5580932304263115,0.9389999985694886,0.19691839814186096,0.19881175309419633
58,0.8192999970912933,0.5392967626452446,0.5411982169747352,0.9180000066757202,0.2346161723136902,0.23652560412883758
59,0.8203999954462051,0.5438376140594482,0.5457553789019585,0.9230000019073487,0.21835229992866517,0.2202778771519661
60,0.8165999990701676,0.5482321131229401,0.5501665890216827,0.9300000011920929,0.19849604964256287,0.20043994933366777
61,0.8239999973773956,0.5290054348111153,0.5309575381875038,0.9389999985694886,0.20450733602046967,0.20646869540214538
62,0.8179999995231628,0.546216391324997,0.5481858685612678,0.9259999930858612,0.22923847734928132,0.23121688663959503
63,0.8197999984025955,0.5440439039468765,0.5460316148400307,0.93299999833107,0.20327311754226685,0.20527008175849915
64,0.8260999953746796,0.5274134096503258,0.5294187352061271,0.9259999990463257,0.21078476458787918,0.21279921233654023
65,0.8199999982118606,0.5342351722717286,0.5362582561373711,0.9300000011920929,0.20083314329385757,0.20286502540111542
66,0.822899996638298,0.5289732417464257,0.5310132274031639,0.9320000052452088,0.21115536838769913,0.21320386826992035
67,0.8295999979972839,0.5127999830245972,0.5148568359017373,0.9300000011920929,0.18565516024827958,0.18772059679031372
68,0.819899998307228,0.5265325152873993,0.528605786561966,0.9320000052452088,0.19193000346422195,0.19401173740625383
69,0.8301999992132187,0.5148251515626907,0.5169154715538025,0.9260000050067901,0.20785224288702012,0.20995139479637145
70,0.8309000021219254,0.5087066468596458,0.5108148667216301,0.9399999976158142,0.17853056713938714,0.1806469663977623
71,0.8281999981403351,0.5045777288079262,0.5067023321986198,0.9439999997615814,0.1835954800248146,0.18572752475738524
72,0.8280999970436096,0.5101682311296463,0.5123102989792824,0.9290000021457672,0.21196043193340303,0.2141118437051773
73,0.833899998664856,0.4954123744368553,0.49757261365652083,0.9339999914169311,0.19594563096761702,0.19811367467045785
74,0.831399997472763,0.4925840598344803,0.4947604918479919,0.925,0.20841364338994026,0.21059908643364905
75,0.8347000002861023,0.505285210609436,0.5074781808257103,0.9380000054836273,0.17262056842446327,0.17482056245207786
76,0.829200000166893,0.5027927359938622,0.5050012820959091,0.9350000083446502,0.1985970951616764,0.200814401358366
77,0.8336999958753586,0.5090269887447357,0.5112521433830262,0.9300000071525574,0.22616929486393927,0.22840262129902839
78,0.8316000002622604,0.4949859261512756,0.49722773641347884,0.9410000085830689,0.1735934779047966,0.17584415525197983
79,0.8363000011444092,0.5035465654730796,0.5058065915107727,0.9300000011920929,0.21380356177687646,0.21607184708118438
80,0.8324000000953674,0.5032910382747651,0.5055676913261413,0.9400000095367431,0.1775966353714466,0.1798802547156811
81,0.8350999993085861,0.4873655116558075,0.48965744584798815,0.9400000035762787,0.17010101974010466,0.1724013566970825
82,0.8314999973773957,0.500000658929348,0.5023078605532646,0.9259999990463257,0.2278190180659294,0.2301343113183975
83,0.8401999986171722,0.476661916077137,0.4789854410290718,0.9389999985694886,0.19699230939149856,0.199323607981205
84,0.839399995803833,0.49067078769207,0.4930105546116829,0.9379999995231628,0.17164864614605904,0.1739967830479145
85,0.838299999833107,0.49271654784679414,0.4950730070471764,0.9289999961853027,0.17554629296064378,0.1779113918542862
86,0.840699999332428,0.4781681329011917,0.48054279208183287,0.9410000026226044,0.16866891607642173,0.17105244472622871
87,0.8374999970197677,0.487501927614212,0.4898939648270607,0.9419999957084656,0.16648532524704934,0.16888543367385864
88,0.8363999968767166,0.4930053061246872,0.4954126954078674,0.939000004529953,0.18678150177001954,0.18919734731316568
89,0.8415999960899353,0.46767355054616927,0.4700978010892868,0.9480000019073487,0.14789385944604874,0.15032640025019645
90,0.838899998664856,0.472245354950428,0.47468567460775374,0.9429999947547912,0.1689702406525612,0.17141820639371871
91,0.8423000007867814,0.46601622402667997,0.46847220927476885,0.9410000026226044,0.15855831801891326,0.16102235913276672
92,0.8405999994277954,0.4707436972856522,0.4732151500880718,0.9530000030994416,0.1487720638513565,0.15125176385045053
93,0.8414999967813492,0.4738172036409378,0.47630476623773577,0.936000007390976,0.16560994908213617,0.16810537353157998
94,0.847200002670288,0.4613671499490738,0.4638700222969055,0.9530000030994416,0.1467655874788761,0.1492767333984375
95,0.8449000030755996,0.4676887460052967,0.4702073857188225,0.9380000054836273,0.1779874488711357,0.18051450774073602
96,0.8442999970912933,0.47646125704050063,0.4789966040849686,0.9459999918937683,0.16156919151544571,0.1641123190522194
97,0.8498000001907349,0.4454814237356186,0.44803263902664187,0.9509999930858613,0.18405652344226836,0.18661624193191528
98,0.8470999985933304,0.44636793062090874,0.4489364960789681,0.9419999957084656,0.1526900812983513,0.1552675522863865
99,0.8392999970912933,0.46828182965517046,0.47086747258901596,0.9469999969005585,0.15703336521983147,0.15962648317217826
